month,year,result,time 
7,29,2012,93,2
7,28,2012,50,2
7,27,2012,59,2
7,26,2012,74,2
7,25,2012,94,2
7,24,2012,62,2
7,23,2012,73,2
7,22,2012,35,2
7,21,2012,93,2
7,20,2012,96,2
7,19,2012,36,2
7,18,2012,14,2
7,17,2012,07,2
7,16,2012,72,2
7,15,2012,35,2
7,14,2012,24,2
7,13,2012,09,2
7,12,2012,16,2
7,11,2012,10,2
7,10,2012,17,2
7,09,2012,30,2
7,08,2012,22,2
7,07,2012,57,2
7,06,2012,63,2
7,05,2012,90,2
7,04,2012,25,2
7,03,2012,78,2
7,02,2012,85,2
7,01,2012,06,2
6,30,2012,85,2
6,29,2012,27,2
6,28,2012,27,2
6,27,2012,67,2
6,26,2012,50,2
6,25,2012,96,2
6,24,2012,50,2
6,23,2012,16,2
6,22,2012,63,2
6,21,2012,65,2
6,20,2012,86,2
6,19,2012,91,2
6,18,2012,25,2
6,17,2012,58,2
6,16,2012,38,2
6,15,2012,65,2
6,14,2012,77,2
6,13,2012,55,2
6,12,2012,76,2
6,11,2012,50,2
6,10,2012,19,2
6,09,2012,83,2
6,08,2012,03,2
6,07,2012,53,2
6,06,2012,57,2
6,05,2012,40,2
12,31,2013,28,2
12,30,2013,42,2
12,29,2013,85,2
12,28,2013,52,2
12,27,2013,13,2
12,26,2013,73,2
12,25,2013,12,2
12,24,2013,77,2
12,23,2013,81,2
12,22,2013,64,2
12,21,2013,22,2
12,20,2013,23,2
12,19,2013,80,2
12,18,2013,90,2
12,17,2013,60,2
12,16,2013,68,2
12,15,2013,22,2
12,14,2013,81,2
12,13,2013,32,2
12,12,2013,05,2
12,11,2013,44,2
12,10,2013,34,2
12,09,2013,44,2
12,08,2013,90,2
12,07,2013,06,2
12,06,2013,80,2
12,05,2013,54,2
12,04,2013,01,2
12,03,2013,36,2
12,02,2013,39,2
12,01,2013,19,2
11,30,2013,48,2
11,29,2013,67,2
11,28,2013,73,2
11,27,2013,92,2
11,26,2013,15,2
11,25,2013,68,2
11,24,2013,31,2
11,23,2013,63,2
11,22,2013,69,2
11,21,2013,49,2
11,20,2013,10,2
11,19,2013,43,2
11,18,2013,39,2
11,17,2013,71,2
11,16,2013,49,2
11,15,2013,37,2
11,14,2013,30,2
11,13,2013,15,2
11,12,2013,05,2
11,11,2013,25,2
11,10,2013,93,2
11,09,2013,80,2
11,08,2013,67,2
11,07,2013,77,2
11,06,2013,06,2
11,05,2013,53,2
11,04,2013,22,2
11,03,2013,33,2
11,02,2013,48,2
11,01,2013,56,2
10,31,2013,45,2
10,30,2013,49,2
10,29,2013,86,2
10,28,2013,59,2
10,27,2013,21,2
10,26,2013,22,2
10,25,2013,61,2
10,24,2013,90,2
10,23,2013,00,2
10,22,2013,93,2
10,21,2013,71,2
10,20,2013,74,2
10,19,2013,61,2
10,18,2013,81,2
10,17,2013,68,2
10,16,2013,26,2
10,15,2013,72,2
10,14,2013,31,2
10,13,2013,28,2
10,12,2013,85,2
10,11,2013,85,2
10,10,2013,85,2
10,09,2013,64,2
10,08,2013,25,2
10,07,2013,92,2
10,06,2013,60,2
10,05,2013,01,2
10,04,2013,69,2
10,03,2013,70,2
10,02,2013,14,2
10,01,2013,73,2
9,30,2013,59,2
9,29,2013,50,2
9,28,2013,43,2
9,27,2013,51,2
9,26,2013,20,2
9,25,2013,55,2
9,24,2013,95,2
9,23,2013,98,2
9,22,2013,24,2
9,21,2013,26,2
9,20,2013,55,2
9,19,2013,07,2
9,18,2013,27,2
9,17,2013,58,2
9,16,2013,01,2
9,15,2013,40,2
9,14,2013,41,2
9,13,2013,80,2
9,12,2013,71,2
9,11,2013,66,2
9,10,2013,59,2
9,09,2013,35,2
9,08,2013,37,2
9,07,2013,68,2
9,06,2013,46,2
9,05,2013,89,2
9,04,2013,97,2
9,03,2013,93,2
9,02,2013,41,2
9,01,2013,94,2
8,31,2013,46,2
8,30,2013,78,2
8,29,2013,36,2
8,28,2013,25,2
8,27,2013,20,2
8,26,2013,63,2
8,25,2013,43,2
8,24,2013,29,2
8,23,2013,29,2
8,22,2013,88,2
8,21,2013,02,2
8,20,2013,86,2
8,19,2013,27,2
8,18,2013,38,2
8,17,2013,04,2
8,16,2013,63,2
8,15,2013,26,2
8,14,2013,50,2
8,13,2013,60,2
8,12,2013,09,2
8,11,2013,14,2
8,10,2013,50,2
8,09,2013,23,2
8,08,2013,34,2
8,07,2013,91,2
8,06,2013,64,2
8,05,2013,39,2
8,04,2013,35,2
8,03,2013,31,2
8,02,2013,46,2
8,01,2013,53,2
7,31,2013,77,2
7,30,2013,47,2
7,29,2013,81,2
7,28,2013,67,2
7,27,2013,15,2
7,26,2013,79,2
7,25,2013,96,2
7,24,2013,61,2
7,23,2013,01,2
7,22,2013,27,2
7,21,2013,04,2
7,20,2013,21,2
7,19,2013,42,2
7,18,2013,19,2
7,17,2013,39,2
7,16,2013,29,2
7,15,2013,41,2
7,14,2013,04,2
7,13,2013,77,2
7,12,2013,41,2
7,11,2013,82,2
7,10,2013,40,2
7,09,2013,68,2
7,08,2013,56,2
7,07,2013,02,2
7,06,2013,57,2
7,05,2013,74,2
7,04,2013,32,2
7,03,2013,05,2
7,02,2013,02,2
7,01,2013,29,2
6,30,2013,76,2
6,29,2013,12,2
6,28,2013,53,2
6,27,2013,48,2
6,26,2013,68,2
6,25,2013,79,2
6,24,2013,05,2
6,23,2013,78,2
6,22,2013,65,2
6,21,2013,13,2
6,20,2013,58,2
6,19,2013,96,2
6,18,2013,22,2
6,17,2013,44,2
6,16,2013,39,2
6,15,2013,51,2
6,14,2013,83,2
6,13,2013,33,2
6,12,2013,86,2
6,11,2013,32,2
6,10,2013,18,2
6,09,2013,75,2
6,08,2013,48,2
6,07,2013,25,2
6,06,2013,34,2
6,05,2013,34,2
6,04,2013,25,2
6,03,2013,59,2
6,02,2013,14,2
6,01,2013,55,2
5,31,2013,60,2
5,30,2013,61,2
5,29,2013,27,2
5,28,2013,16,2
5,27,2013,32,2
5,26,2013,16,2
5,25,2013,54,2
5,24,2013,34,2
5,23,2013,85,2
5,22,2013,52,2
5,21,2013,87,2
5,20,2013,27,2
5,19,2013,30,2
5,18,2013,04,2
5,17,2013,20,2
5,16,2013,34,2
5,15,2013,77,2
5,14,2013,69,2
5,13,2013,89,2
5,12,2013,47,2
5,11,2013,26,2
5,10,2013,07,2
5,09,2013,58,2
5,08,2013,95,2
5,07,2013,57,2
5,06,2013,13,2
5,05,2013,50,2
5,04,2013,53,2
5,03,2013,89,2
5,02,2013,57,2
5,01,2013,79,2
4,30,2013,65,2
4,29,2013,02,2
4,28,2013,05,2
4,27,2013,28,2
4,26,2013,63,2
4,25,2013,77,2
4,24,2013,68,2
4,23,2013,63,2
4,22,2013,82,2
4,21,2013,32,2
4,20,2013,89,2
4,19,2013,91,2
4,18,2013,22,2
4,17,2013,60,2
4,16,2013,28,2
4,15,2013,02,2
4,14,2013,11,2
4,13,2013,60,2
4,12,2013,01,2
4,11,2013,57,2
4,10,2013,26,2
4,09,2013,09,2
4,08,2013,59,2
4,07,2013,15,2
4,06,2013,26,2
4,05,2013,88,2
4,04,2013,56,2
4,03,2013,00,2
4,02,2013,57,2
4,01,2013,17,2
3,31,2013,77,2
3,30,2013,67,2
3,29,2013,94,2
3,28,2013,39,2
3,27,2013,52,2
3,26,2013,27,2
3,25,2013,14,2
3,24,2013,16,2
3,23,2013,35,2
3,22,2013,16,2
3,21,2013,31,2
3,20,2013,57,2
3,19,2013,58,2
3,18,2013,03,2
3,17,2013,18,2
3,16,2013,67,2
3,15,2013,76,2
3,14,2013,23,2
3,13,2013,61,2
3,12,2013,68,2
3,11,2013,32,2
3,10,2013,65,2
3,09,2013,18,2
3,08,2013,55,2
3,07,2013,41,2
3,06,2013,36,2
3,05,2013,93,2
3,04,2013,39,2
3,03,2013,58,2
3,02,2013,16,2
3,01,2013,65,2
2,28,2013,71,2
2,27,2013,57,2
2,26,2013,49,2
2,25,2013,99,2
2,24,2013,25,2
2,23,2013,85,2
2,22,2013,46,2
2,21,2013,22,2
2,20,2013,53,2
2,19,2013,03,2
2,18,2013,84,2
2,17,2013,56,2
2,16,2013,56,2
2,15,2013,82,2
2,14,2013,88,2
2,13,2013,31,2
2,12,2013,99,2
2,11,2013,16,2
2,10,2013,30,2
2,09,2013,26,2
2,08,2013,20,2
2,07,2013,55,2
2,06,2013,31,2
2,05,2013,10,2
2,04,2013,15,2
2,03,2013,06,2
2,02,2013,57,2
2,01,2013,80,2
1,31,2013,75,2
1,30,2013,09,2
1,29,2013,47,2
1,28,2013,37,2
1,27,2013,53,2
1,26,2013,64,2
1,25,2013,38,2
1,24,2013,83,2
1,23,2013,70,2
1,22,2013,32,2
1,21,2013,39,2
1,20,2013,04,2
1,19,2013,33,2
1,18,2013,99,2
1,17,2013,06,2
1,16,2013,15,2
1,15,2013,42,2
1,14,2013,23,2
1,13,2013,29,2
1,12,2013,08,2
1,11,2013,68,2
1,10,2013,80,2
1,09,2013,83,2
1,08,2013,29,2
1,07,2013,48,2
1,06,2013,58,2
1,05,2013,43,2
1,04,2013,81,2
1,03,2013,05,2
1,02,2013,96,2
1,01,2013,77,2
12,31,2014,85,2
12,30,2014,03,2
12,29,2014,75,2
12,28,2014,21,2
12,27,2014,28,2
12,26,2014,68,2
12,25,2014,14,2
12,24,2014,31,2
12,23,2014,46,2
12,22,2014,12,2
12,21,2014,50,2
12,20,2014,93,2
12,19,2014,53,2
12,18,2014,99,2
12,17,2014,01,2
12,16,2014,28,2
12,15,2014,45,2
12,14,2014,63,2
12,13,2014,12,2
12,12,2014,35,2
12,11,2014,17,2
12,10,2014,08,2
12,09,2014,77,2
12,08,2014,62,2
12,07,2014,01,2
12,06,2014,22,2
12,05,2014,43,2
12,04,2014,19,2
12,03,2014,10,2
12,02,2014,13,2
12,01,2014,74,2
11,30,2014,83,2
11,29,2014,30,2
11,28,2014,48,2
11,27,2014,43,2
11,26,2014,56,2
11,25,2014,93,2
11,24,2014,72,2
11,23,2014,20,2
11,22,2014,15,2
11,21,2014,47,2
11,20,2014,14,2
11,19,2014,18,2
11,18,2014,21,2
11,17,2014,14,2
11,16,2014,93,2
11,15,2014,22,2
11,14,2014,77,2
11,13,2014,43,2
11,12,2014,75,2
11,11,2014,89,2
11,10,2014,57,2
11,09,2014,17,2
11,08,2014,97,2
11,07,2014,34,2
11,06,2014,04,2
11,05,2014,92,2
11,04,2014,45,2
11,03,2014,66,2
11,02,2014,09,2
11,01,2014,22,2
10,31,2014,60,2
10,30,2014,74,2
10,29,2014,27,2
10,28,2014,99,2
10,27,2014,19,2
10,26,2014,06,2
10,25,2014,20,2
10,24,2014,91,2
10,23,2014,96,2
10,22,2014,42,2
10,21,2014,74,2
10,20,2014,66,2
10,19,2014,44,2
10,18,2014,65,2
10,17,2014,64,2
10,16,2014,63,2
10,15,2014,89,2
10,14,2014,55,2
10,13,2014,05,2
10,12,2014,26,2
10,11,2014,62,2
10,10,2014,69,2
10,09,2014,28,2
10,08,2014,80,2
10,07,2014,13,2
10,06,2014,53,2
10,05,2014,31,2
10,04,2014,09,2
10,03,2014,92,2
10,02,2014,14,2
10,01,2014,24,2
9,30,2014,10,2
9,29,2014,44,2
9,28,2014,07,2
9,27,2014,56,2
9,26,2014,21,2
9,25,2014,94,2
9,24,2014,61,2
9,23,2014,11,2
9,22,2014,38,2
9,21,2014,69,2
9,20,2014,87,2
9,19,2014,58,2
9,18,2014,69,2
9,17,2014,31,2
9,16,2014,20,2
9,15,2014,82,2
9,14,2014,46,2
9,13,2014,11,2
9,12,2014,58,2
9,11,2014,79,2
9,10,2014,10,2
9,09,2014,12,2
9,08,2014,13,2
9,07,2014,73,2
9,06,2014,92,2
9,05,2014,67,2
9,04,2014,40,2
9,03,2014,49,2
9,02,2014,15,2
9,01,2014,29,2
8,31,2014,55,2
8,30,2014,85,2
8,29,2014,25,2
8,28,2014,33,2
8,27,2014,20,2
8,26,2014,72,2
8,25,2014,30,2
8,24,2014,65,2
8,23,2014,29,2
8,22,2014,70,2
8,21,2014,94,2
8,20,2014,46,2
8,19,2014,75,2
8,18,2014,62,2
8,17,2014,43,2
8,16,2014,23,2
8,15,2014,58,2
8,14,2014,03,2
8,13,2014,40,2
8,12,2014,81,2
8,11,2014,24,2
8,10,2014,90,2
8,09,2014,52,2
8,08,2014,10,2
8,07,2014,93,2
8,06,2014,27,2
8,05,2014,72,2
8,04,2014,50,2
8,03,2014,13,2
8,02,2014,81,2
8,01,2014,17,2
7,31,2014,51,2
7,30,2014,97,2
7,29,2014,90,2
7,28,2014,55,2
7,27,2014,92,2
7,26,2014,53,2
7,25,2014,12,2
7,24,2014,28,2
7,23,2014,49,2
7,22,2014,53,2
7,21,2014,15,2
7,20,2014,68,2
7,19,2014,34,2
7,18,2014,97,2
7,17,2014,49,2
7,16,2014,21,2
7,15,2014,89,2
7,14,2014,04,2
7,13,2014,26,2
7,12,2014,23,2
7,11,2014,31,2
7,10,2014,32,2
7,09,2014,92,2
7,08,2014,29,2
7,07,2014,74,2
7,06,2014,83,2
7,05,2014,31,2
7,04,2014,36,2
7,03,2014,57,2
7,02,2014,34,2
7,01,2014,94,2
6,30,2014,53,2
6,29,2014,46,2
6,28,2014,27,2
6,27,2014,52,2
6,26,2014,23,2
6,25,2014,02,2
6,24,2014,81,2
6,23,2014,64,2
6,22,2014,72,2
6,21,2014,72,2
6,20,2014,57,2
6,19,2014,03,2
6,18,2014,07,2
6,17,2014,69,2
6,16,2014,59,2
6,15,2014,31,2
6,14,2014,90,2
6,13,2014,46,2
6,12,2014,88,2
6,11,2014,55,2
6,10,2014,18,2
6,09,2014,23,2
6,08,2014,44,2
6,07,2014,63,2
6,06,2014,90,2
6,05,2014,68,2
6,04,2014,44,2
6,03,2014,52,2
6,02,2014,86,2
6,01,2014,82,2
5,31,2014,40,2
5,30,2014,50,2
5,29,2014,21,2
5,28,2014,53,2
5,27,2014,32,2
5,26,2014,63,2
5,25,2014,77,2
5,24,2014,57,2
5,23,2014,86,2
5,22,2014,45,2
5,21,2014,47,2
5,20,2014,74,2
5,19,2014,68,2
5,18,2014,80,2
5,17,2014,03,2
5,16,2014,92,2
5,15,2014,99,2
5,14,2014,05,2
5,13,2014,84,2
5,12,2014,02,2
5,11,2014,89,2
5,10,2014,42,2
5,09,2014,79,2
5,08,2014,32,2
5,07,2014,25,2
5,06,2014,69,2
5,05,2014,93,2
5,04,2014,42,2
5,03,2014,40,2
5,02,2014,18,2
5,01,2014,82,2
4,30,2014,85,2
4,29,2014,37,2
4,28,2014,04,2
4,27,2014,47,2
4,26,2014,17,2
4,25,2014,23,2
4,24,2014,08,2
4,23,2014,67,2
4,22,2014,07,2
4,21,2014,82,2
4,20,2014,41,2
4,19,2014,03,2
4,18,2014,87,2
4,17,2014,30,2
4,16,2014,55,2
4,15,2014,93,2
4,14,2014,08,2
4,13,2014,23,2
4,12,2014,94,2
4,11,2014,59,2
4,10,2014,77,2
4,09,2014,25,2
4,08,2014,38,2
4,07,2014,69,2
4,06,2014,12,2
4,05,2014,93,2
4,04,2014,05,2
4,03,2014,06,2
4,02,2014,06,2
4,01,2014,88,2
3,31,2014,88,2
3,30,2014,70,2
3,29,2014,79,2
3,28,2014,16,2
3,27,2014,35,2
3,26,2014,57,2
3,25,2014,93,2
3,24,2014,28,2
3,23,2014,59,2
3,22,2014,95,2
3,21,2014,54,2
3,20,2014,35,2
3,19,2014,03,2
3,18,2014,57,2
3,17,2014,26,2
3,16,2014,19,2
3,15,2014,85,2
3,14,2014,32,2
3,13,2014,50,2
3,12,2014,18,2
3,11,2014,05,2
3,10,2014,74,2
3,09,2014,62,2
3,08,2014,01,2
3,07,2014,46,2
3,06,2014,21,2
3,05,2014,08,2
3,04,2014,55,2
3,03,2014,99,2
3,02,2014,70,2
3,01,2014,51,2
2,28,2014,77,2
2,27,2014,51,2
2,26,2014,09,2
2,25,2014,05,2
2,24,2014,54,2
2,23,2014,21,2
2,22,2014,54,2
2,21,2014,64,2
2,20,2014,26,2
2,19,2014,74,2
2,18,2014,70,2
2,17,2014,49,2
2,16,2014,20,2
2,15,2014,52,2
2,14,2014,37,2
2,13,2014,64,2
2,12,2014,56,2
2,11,2014,38,2
2,10,2014,35,2
2,09,2014,43,2
2,08,2014,84,2
2,07,2014,72,2
2,06,2014,04,2
2,05,2014,54,2
2,04,2014,52,2
2,03,2014,77,2
2,02,2014,69,2
2,01,2014,50,2
1,31,2014,90,2
1,30,2014,50,2
1,29,2014,01,2
1,28,2014,07,2
1,27,2014,34,2
1,26,2014,93,2
1,25,2014,37,2
1,24,2014,61,2
1,23,2014,07,2
1,22,2014,33,2
1,21,2014,51,2
1,20,2014,18,2
1,19,2014,40,2
1,18,2014,36,2
1,17,2014,54,2
1,16,2014,05,2
1,15,2014,36,2
1,14,2014,61,2
1,13,2014,62,2
1,12,2014,93,2
1,11,2014,11,2
1,10,2014,15,2
1,09,2014,31,2
1,08,2014,39,2
1,07,2014,92,2
1,06,2014,61,2
1,05,2014,33,2
1,04,2014,56,2
1,03,2014,70,2
1,02,2014,53,2
1,01,2014,60,2
12,31,2015,35,2
12,30,2015,92,2
12,29,2015,20,2
12,28,2015,13,2
12,27,2015,11,2
12,26,2015,39,2
12,25,2015,10,2
12,24,2015,95,2
12,23,2015,65,2
12,22,2015,55,2
12,21,2015,60,2
12,20,2015,62,2
12,19,2015,56,2
12,18,2015,87,2
12,17,2015,90,2
12,16,2015,82,2
12,15,2015,47,2
12,14,2015,15,2
12,13,2015,86,2
12,12,2015,03,2
12,11,2015,45,2
12,10,2015,90,2
12,09,2015,69,2
12,08,2015,62,2
12,07,2015,99,2
12,06,2015,02,2
12,05,2015,22,2
12,04,2015,77,2
12,03,2015,97,2
12,02,2015,66,2
12,01,2015,13,2
11,30,2015,38,2
11,29,2015,11,2
11,28,2015,95,2
11,27,2015,66,2
11,26,2015,06,2
11,25,2015,01,2
11,24,2015,45,2
11,23,2015,90,2
11,22,2015,38,2
11,21,2015,23,2
11,20,2015,92,2
11,19,2015,22,2
11,18,2015,69,2
11,17,2015,82,2
11,16,2015,28,2
11,15,2015,49,2
11,14,2015,84,2
11,13,2015,83,2
11,12,2015,41,2
11,11,2015,03,2
11,10,2015,97,2
11,09,2015,42,2
11,08,2015,14,2
11,07,2015,47,2
11,06,2015,95,2
11,05,2015,28,2
11,04,2015,81,2
11,03,2015,67,2
11,02,2015,43,2
11,01,2015,46,2
10,31,2015,96,2
10,30,2015,85,2
10,29,2015,26,2
10,28,2015,16,2
10,27,2015,99,2
10,26,2015,03,2
10,25,2015,82,2
10,24,2015,55,2
10,23,2015,35,2
10,22,2015,99,2
10,21,2015,28,2
10,20,2015,92,2
10,19,2015,77,2
10,18,2015,40,2
10,17,2015,59,2
10,16,2015,21,2
10,15,2015,29,2
10,14,2015,81,2
10,13,2015,17,2
10,12,2015,48,2
10,11,2015,40,2
10,10,2015,79,2
10,09,2015,91,2
10,08,2015,22,2
10,07,2015,07,2
10,06,2015,04,2
10,05,2015,06,2
10,04,2015,91,2
10,03,2015,39,2
10,02,2015,82,2
10,01,2015,13,2
9,30,2015,07,2
9,29,2015,27,2
9,28,2015,31,2
9,27,2015,78,2
9,26,2015,10,2
9,25,2015,03,2
9,24,2015,01,2
9,23,2015,69,2
9,22,2015,44,2
9,21,2015,96,2
9,20,2015,89,2
9,19,2015,91,2
9,18,2015,69,2
9,17,2015,78,2
9,16,2015,19,2
9,15,2015,93,2
9,14,2015,50,2
9,13,2015,54,2
9,12,2015,01,2
9,11,2015,79,2
9,10,2015,69,2
9,09,2015,16,2
9,08,2015,44,2
9,07,2015,31,2
9,06,2015,03,2
9,05,2015,76,2
9,04,2015,98,2
9,03,2015,79,2
9,02,2015,41,2
9,01,2015,10,2
8,31,2015,54,2
8,30,2015,93,2
8,29,2015,16,2
8,28,2015,53,2
8,27,2015,25,2
8,26,2015,58,2
8,25,2015,59,2
8,24,2015,23,2
8,23,2015,75,2
8,22,2015,23,2
8,21,2015,90,2
8,20,2015,70,2
8,19,2015,18,2
8,18,2015,90,2
8,17,2015,45,2
8,16,2015,37,2
8,15,2015,97,2
8,14,2015,22,2
8,13,2015,15,2
8,12,2015,28,2
8,11,2015,02,2
8,10,2015,93,2
8,09,2015,06,2
8,08,2015,76,2
8,07,2015,27,2
8,06,2015,02,2
8,05,2015,88,2
8,04,2015,30,2
8,03,2015,22,2
8,02,2015,45,2
8,01,2015,34,2
7,31,2015,74,2
7,30,2015,55,2
7,29,2015,15,2
7,28,2015,42,2
7,27,2015,38,2
7,26,2015,86,2
7,25,2015,14,2
7,24,2015,10,2
7,23,2015,85,2
7,22,2015,94,2
7,21,2015,08,2
7,20,2015,81,2
7,19,2015,14,2
7,18,2015,37,2
7,17,2015,56,2
7,16,2015,96,2
7,15,2015,48,2
7,14,2015,58,2
7,13,2015,12,2
7,12,2015,54,2
7,11,2015,63,2
7,10,2015,72,2
7,09,2015,54,2
7,08,2015,03,2
7,07,2015,89,2
7,06,2015,81,2
7,05,2015,42,2
7,04,2015,88,2
7,03,2015,04,2
7,02,2015,51,2
7,01,2015,12,2
6,30,2015,38,2
6,29,2015,41,2
6,28,2015,54,2
6,27,2015,59,2
6,26,2015,70,2
6,25,2015,47,2
6,24,2015,28,2
6,23,2015,17,2
6,22,2015,58,2
6,21,2015,53,2
6,20,2015,45,2
6,19,2015,30,2
6,18,2015,18,2
6,17,2015,76,2
6,16,2015,77,2
6,15,2015,63,2
6,14,2015,18,2
6,13,2015,84,2
6,12,2015,12,2
6,11,2015,86,2
6,10,2015,10,2
6,09,2015,08,2
6,08,2015,66,2
6,07,2015,13,2
6,06,2015,52,2
6,05,2015,69,2
6,04,2015,37,2
6,03,2015,04,2
6,02,2015,69,2
6,01,2015,36,2
5,31,2015,13,2
5,30,2015,41,2
5,29,2015,71,2
5,28,2015,77,2
5,27,2015,68,2
5,26,2015,41,2
5,25,2015,13,2
5,24,2015,14,2
5,23,2015,47,2
5,22,2015,79,2
5,21,2015,99,2
5,20,2015,75,2
5,19,2015,92,2
5,18,2015,22,2
5,17,2015,01,2
5,16,2015,63,2
5,15,2015,02,2
5,14,2015,59,2
5,13,2015,05,2
5,12,2015,00,2
5,11,2015,00,2
5,10,2015,64,2
5,09,2015,08,2
5,08,2015,89,2
5,07,2015,98,2
5,06,2015,35,2
5,05,2015,93,2
5,04,2015,18,2
5,03,2015,16,2
5,02,2015,09,2
5,01,2015,93,2
4,30,2015,78,2
4,29,2015,46,2
4,28,2015,01,2
4,27,2015,38,2
4,26,2015,41,2
4,25,2015,94,2
4,24,2015,37,2
4,23,2015,04,2
4,22,2015,83,2
4,21,2015,13,2
4,20,2015,28,2
4,19,2015,95,2
4,18,2015,69,2
4,17,2015,81,2
4,16,2015,58,2
4,15,2015,89,2
4,14,2015,65,2
4,13,2015,38,2
4,12,2015,51,2
4,11,2015,64,2
4,10,2015,57,2
4,09,2015,21,2
4,08,2015,41,2
4,07,2015,95,2
4,06,2015,02,2
4,05,2015,66,2
4,04,2015,35,2
4,03,2015,22,2
4,02,2015,18,2
4,01,2015,41,2
3,31,2015,37,2
3,30,2015,04,2
3,29,2015,91,2
3,28,2015,15,2
3,27,2015,40,2
3,26,2015,26,2
3,25,2015,93,2
3,24,2015,33,2
3,23,2015,46,2
3,22,2015,38,2
3,21,2015,23,2
3,20,2015,16,2
3,19,2015,41,2
3,18,2015,99,2
3,17,2015,57,2
3,16,2015,82,2
3,15,2015,54,2
3,14,2015,09,2
3,13,2015,62,2
3,12,2015,51,2
3,11,2015,37,2
3,10,2015,70,2
3,09,2015,11,2
3,08,2015,29,2
3,07,2015,00,2
3,06,2015,65,2
3,05,2015,07,2
3,04,2015,01,2
3,03,2015,91,2
3,02,2015,87,2
3,01,2015,46,2
2,28,2015,06,2
2,27,2015,56,2
2,26,2015,49,2
2,25,2015,30,2
2,24,2015,34,2
2,23,2015,09,2
2,22,2015,88,2
2,21,2015,16,2
2,20,2015,27,2
2,19,2015,58,2
2,18,2015,66,2
2,17,2015,06,2
2,16,2015,06,2
2,15,2015,61,2
2,14,2015,33,2
2,13,2015,15,2
2,12,2015,89,2
2,11,2015,27,2
2,10,2015,91,2
2,09,2015,89,2
2,08,2015,22,2
2,07,2015,15,2
2,06,2015,04,2
2,05,2015,18,2
2,04,2015,87,2
2,03,2015,80,2
2,02,2015,72,2
2,01,2015,71,2
1,31,2015,23,2
1,30,2015,72,2
1,29,2015,99,2
1,28,2015,87,2
1,27,2015,82,2
1,26,2015,73,2
1,25,2015,57,2
1,24,2015,86,2
1,23,2015,27,2
1,22,2015,41,2
1,21,2015,41,2
1,20,2015,49,2
1,19,2015,11,2
1,18,2015,96,2
1,17,2015,18,2
1,16,2015,36,2
1,15,2015,32,2
1,14,2015,57,2
1,13,2015,63,2
1,12,2015,22,2
1,11,2015,19,2
1,10,2015,11,2
1,09,2015,22,2
1,08,2015,09,2
1,07,2015,71,2
1,06,2015,17,2
1,05,2015,50,2
1,04,2015,89,2
1,03,2015,28,2
1,02,2015,03,2
1,01,2015,85,2
12,31,2016,87,2
12,30,2016,72,2
12,29,2016,47,2
12,28,2016,34,2
12,27,2016,66,2
12,26,2016,79,2
12,25,2016,44,2
12,24,2016,60,2
12,23,2016,43,2
12,22,2016,91,2
12,21,2016,02,2
12,20,2016,52,2
12,19,2016,82,2
12,18,2016,62,2
12,17,2016,15,2
12,16,2016,29,2
12,15,2016,35,2
12,14,2016,86,2
12,13,2016,48,2
12,12,2016,67,2
12,11,2016,63,2
12,10,2016,16,2
12,09,2016,40,2
12,08,2016,11,2
12,07,2016,00,2
12,06,2016,98,2
12,05,2016,57,2
12,04,2016,14,2
12,03,2016,68,2
12,02,2016,43,2
12,01,2016,82,2
11,30,2016,96,2
11,29,2016,09,2
11,28,2016,96,2
11,27,2016,68,2
11,26,2016,57,2
11,25,2016,45,2
11,24,2016,69,2
11,23,2016,98,2
11,22,2016,62,2
11,21,2016,34,2
11,20,2016,07,2
11,19,2016,34,2
11,18,2016,52,2
11,17,2016,61,2
11,16,2016,73,2
11,15,2016,08,2
11,14,2016,96,2
11,13,2016,54,2
11,12,2016,87,2
11,11,2016,07,2
11,10,2016,45,2
11,09,2016,34,2
11,08,2016,44,2
11,07,2016,45,2
11,06,2016,87,2
11,05,2016,89,2
11,04,2016,11,2
11,03,2016,09,2
11,02,2016,97,2
11,01,2016,41,2
10,31,2016,62,2
10,30,2016,16,2
10,29,2016,01,2
10,28,2016,81,2
10,27,2016,44,2
10,26,2016,52,2
10,25,2016,31,2
10,24,2016,56,2
10,23,2016,25,2
10,22,2016,42,2
10,21,2016,51,2
10,20,2016,97,2
10,19,2016,92,2
10,18,2016,68,2
10,17,2016,72,2
10,16,2016,12,2
10,15,2016,75,2
10,14,2016,84,2
10,13,2016,90,2
10,12,2016,10,2
10,11,2016,53,2
10,10,2016,36,2
10,09,2016,81,2
10,08,2016,94,2
10,07,2016,91,2
10,06,2016,21,2
10,05,2016,75,2
10,04,2016,54,2
10,03,2016,11,2
10,02,2016,62,2
10,01,2016,51,2
9,30,2016,10,2
9,29,2016,24,2
9,28,2016,51,2
9,27,2016,15,2
9,26,2016,89,2
9,25,2016,94,2
9,24,2016,42,2
9,23,2016,86,2
9,22,2016,16,2
9,21,2016,33,2
9,20,2016,35,2
9,19,2016,23,2
9,18,2016,00,2
9,17,2016,15,2
9,16,2016,87,2
9,15,2016,79,2
9,14,2016,85,2
9,13,2016,20,2
9,12,2016,91,2
9,11,2016,05,2
9,10,2016,91,2
9,09,2016,06,2
9,08,2016,91,2
9,07,2016,24,2
9,06,2016,26,2
9,05,2016,21,2
9,04,2016,50,2
9,03,2016,92,2
9,02,2016,50,2
